MainID,TaxonID,DataSourceID,BiotopeID,LocationID,SamplingUnits,SamplingProtocol,SourceDimension,SamplingEffort,SpatialDensity,SourceTransform,SourceTransformReference,AssociatedDataSets,Reliability,StartYear,EndYear,SamplingFrequency,DatasetLength,Notes,SiblyFittedTheta,SiblyThetaCILower,SiblyThetaCIUpper,SiblyExtremeNEffect,SiblyReturnRate,SiblyCarryingCapacity
164,54,12,12,41,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1939,1981,"1",4.3000000000000000e+01,"None",9.0000000000000002e-01,-5.0000000000000000e-01,3.1600000000000001e+00,0,,
165,54,12,12,42,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1961,1981,"1",2.1000000000000000e+01,"None",,,,0,,
166,54,12,12,43,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1943,1981,"1",3.9000000000000000e+01,"None",-3.1600000000000001e+00,-1.5800000000000001e+01,-8.0000000000000004e-01,0,,
167,54,12,12,44,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1943,1981,"1",3.9000000000000000e+01,"None",1.3000000000000000e+00,1.0000000000000001e-01,3.1600000000000001e+00,0,,
168,54,12,12,45,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1948,1981,"1",3.4000000000000000e+01,"None",1.0000000000000000e-03,-5.9999999999999998e-01,5.0000000000000000e-01,0,,
169,54,12,12,46,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1960,1981,"1",2.2000000000000000e+01,"None",,,,0,,
170,54,12,12,47,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1963,1981,"1",1.9000000000000000e+01,"None",,,,0,,
171,54,12,12,48,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1949,1981,"1",3.3000000000000000e+01,"None",-4.0000000000000002e-01,-5.0099999999999998e+00,2.5100000000000002e+00,0,,
172,54,12,12,49,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1961,1981,"1",2.1000000000000000e+01,"None",-1.0000000000000000e+00,-3.1600000000000001e+01,2.0000000000000000e+00,0,,
173,54,12,12,50,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1955,1981,"1",2.7000000000000000e+01,"None",1.8000000000000000e+00,-8.0000000000000004e-01,1.0000000000000000e+01,0,,
174,54,12,12,51,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1936,1981,"1",4.6000000000000000e+01,"None",8.0000000000000004e-01,2.0000000000000001e-01,1.9000000000000001e+00,0,,
175,54,12,12,52,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1941,1981,"1",4.1000000000000000e+01,"None",8.0000000000000004e-01,-2.0000000000000000e+00,3.9800000000000000e+00,0,,
176,54,12,12,53,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1946,1981,"1",3.6000000000000000e+01,"None",3.9800000000000000e+00,1.0000000000000000e-03,3.1600000000000001e+01,0,,
177,54,12,12,54,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1946,1981,"1",3.6000000000000000e+01,"None",2.9999999999999999e-01,-7.0000000000000007e-01,1.3000000000000000e+00,0,,
178,54,12,12,55,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1935,1981,"1",4.7000000000000000e+01,"None",1.0000000000000000e+00,4.0000000000000002e-01,2.0000000000000000e+00,0,,
179,54,12,12,56,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1937,1981,"1",4.5000000000000000e+01,"None",-2.9999999999999999e-01,-1.2600000000000000e+00,8.0000000000000004e-01,0,,
180,54,12,12,57,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1949,1981,"1",3.3000000000000000e+01,"None",,,,0,,
181,54,12,12,58,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1940,1981,"1",4.2000000000000000e+01,"None",3.1600000000000001e+00,-5.0099999999999998e+00,3.1600000000000001e+01,0,,
182,54,12,12,59,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1949,1981,"1",3.3000000000000000e+01,"None",,,,0,,
183,54,12,12,60,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1938,1981,"1",4.4000000000000000e+01,"None",,,,0,,
184,54,12,12,61,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1938,1981,"1",4.4000000000000000e+01,"None",4.0000000000000002e-01,-3.1600000000000001e+01,1.0000000000000000e+01,0,,
185,54,12,12,62,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1949,1981,"1",3.3000000000000000e+01,"None",,,,0,,
186,54,12,12,63,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1940,1981,"1",4.2000000000000000e+01,"None",-2.9999999999999999e-01,-7.0000000000000007e-01,1.0000000000000000e-03,0,,
187,54,12,12,64,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1949,1981,"1",3.3000000000000000e+01,"None",,,,0,,
188,54,12,12,65,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1960,1981,"1",2.2000000000000000e+01,"None",7.0000000000000007e-01,1.0000000000000000e-03,3.1600000000000001e+01,0,,
189,54,12,12,67,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1934,1981,"1",4.8000000000000000e+01,"None",,,,0,,
190,54,12,12,70,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1937,1981,"1",4.5000000000000000e+01,"None",,,,0,,
191,54,12,12,72,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1937,1981,"1",4.5000000000000000e+01,"None",-2.9999999999999999e-01,-3.1600000000000001e+01,7.9400000000000004e+00,0,,
192,54,12,12,73,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1935,1981,"1",4.7000000000000000e+01,"None",1.5000000000000000e+00,-1.5800000000000001e+00,6.3100000000000005e+00,0,,
193,54,12,12,74,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1949,1981,"1",3.3000000000000000e+01,"None",-4.0000000000000002e-01,-5.0099999999999998e+00,3.1600000000000001e+00,0,,
194,54,12,12,75,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1955,1981,"1",2.7000000000000000e+01,"None",,,,0,,
195,54,12,12,76,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1956,1981,"1",2.6000000000000000e+01,"None",-5.9999999999999998e-01,-3.9800000000000000e+00,2.0000000000000000e+00,0,,
196,54,12,12,77,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1948,1981,"1",3.4000000000000000e+01,"None",-1.2600000000000000e+00,-3.1600000000000001e+00,1.0000000000000000e-03,0,,
197,54,12,12,78,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1934,1981,"1",4.8000000000000000e+01,"None",-5.9999999999999998e-01,-3.1600000000000001e+00,8.0000000000000004e-01,0,,
198,54,12,12,79,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1934,1981,"1",4.8000000000000000e+01,"None",2.9999999999999999e-01,-3.1600000000000001e+01,3.9800000000000000e+00,0,,
199,54,12,12,81,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1934,1981,"1",4.8000000000000000e+01,"Total catch including  states and/or years with missing data",-5.0000000000000000e-01,-1.5800000000000001e+00,9.0000000000000002e-01,0,,
200,54,12,12,82,"All Individuals","Count","Count","Sample","None","None","None","9721, 9735",1.0000000000000000e+00,1931,1981,"1",5.1000000000000000e+01,"Total catch including  states/provinces and/or years with missing data  See Main ID 9721. Ostensibly same data from different source. See also Main ID 9735",-1.5800000000000001e+01,-3.1600000000000001e+01,-3.9800000000000000e+00,1,,
201,91,12,12,20,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1962,1981,"1",2.0000000000000000e+01,"None",1.0000000000000000e+01,-1.0000000000000001e-01,3.1600000000000001e+01,0,,
202,91,12,12,22,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1920,1981,"1",6.2000000000000000e+01,"None",-8.0000000000000004e-01,-1.5800000000000001e+00,1.0000000000000000e-03,0,,
203,91,12,12,25,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1920,1981,"1",6.2000000000000000e+01,"None",-1.2600000000000000e+00,-3.9800000000000000e+00,-5.0000000000000000e-01,0,,
204,91,12,12,28,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1936,1981,"1",4.6000000000000000e+01,"None",-1.0000000000000001e-01,-5.0000000000000000e-01,2.9999999999999999e-01,0,,
205,91,12,12,29,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1920,1981,"1",6.2000000000000000e+01,"None",5.0000000000000000e-01,-5.0099999999999998e+00,3.1600000000000001e+00,0,,
206,91,12,12,80,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1920,1981,"1",6.2000000000000000e+01,"Total catch including  provinces and/or years with missing data",-3.9800000000000000e+00,-3.1600000000000001e+01,5.9999999999999998e-01,0,,
207,91,12,12,34,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1938,1981,"1",4.4000000000000000e+01,"None",,,,0,,
208,91,12,12,35,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1934,1981,"1",4.8000000000000000e+01,"None",,,,0,,
209,91,12,12,36,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1940,1981,"1",4.2000000000000000e+01,"None",,,,0,,
210,91,12,12,37,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1933,1955,"1",2.3000000000000000e+01,"None",,,,0,,
211,91,12,12,39,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1946,1981,"1",3.6000000000000000e+01,"None",-3.1600000000000001e+01,-3.1600000000000001e+01,-2.5100000000000002e+00,0,,
212,91,12,12,41,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1956,1981,"1",2.6000000000000000e+01,"None",-5.9999999999999998e-01,-3.1600000000000001e+01,6.3100000000000005e+00,0,,
213,91,12,12,45,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1947,1981,"1",3.5000000000000000e+01,"None",-9.0000000000000002e-01,-3.1600000000000001e+01,1.0000000000000000e-03,0,,
214,91,12,12,46,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1949,1973,"1",2.5000000000000000e+01,"None",,,,0,,
215,91,12,12,47,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1943,1981,"1",3.9000000000000000e+01,"None",,,,0,,
216,91,12,12,48,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1934,1981,"1",4.8000000000000000e+01,"None",1.0000000000000000e-03,-3.1600000000000001e+00,3.1600000000000001e+01,0,,
217,91,12,12,50,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1934,1950,"1",1.7000000000000000e+01,"None",,,,0,,
218,91,12,12,51,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1936,1981,"1",4.6000000000000000e+01,"None",-3.1600000000000001e+01,-3.1600000000000001e+01,-7.9400000000000004e+00,0,,
219,91,12,12,52,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1934,1981,"1",4.8000000000000000e+01,"None",,,,0,,
220,91,12,12,53,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1934,1962,"1",2.9000000000000000e+01,"None",,,,0,,
221,91,12,12,54,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1955,1976,"1",2.2000000000000000e+01,"None",,,,0,,
222,91,12,12,55,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1950,1981,"1",3.2000000000000000e+01,"None",-5.0000000000000000e-01,-5.0099999999999998e+00,2.5100000000000002e+00,0,,
223,91,12,12,56,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1943,1981,"1",3.9000000000000000e+01,"None",-1.2600000000000000e+00,-2.5100000000000002e+00,-2.9999999999999999e-01,0,,
224,91,12,12,57,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1968,1981,"1",1.4000000000000000e+01,"None",-2.0000000000000000e+00,-3.1600000000000001e+01,5.0000000000000000e-01,0,,
225,91,12,12,58,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1934,1981,"1",4.8000000000000000e+01,"None",,,,0,,
226,91,12,12,60,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1940,1981,"1",4.2000000000000000e+01,"None",,,,0,,
227,91,12,12,62,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1940,1981,"1",4.2000000000000000e+01,"None",,,,0,,
228,91,12,12,63,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1941,1981,"1",4.1000000000000000e+01,"None",-5.0000000000000000e-01,-3.1600000000000001e+01,3.1600000000000001e+00,0,,
229,91,12,12,65,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1939,1981,"1",4.3000000000000000e+01,"None",-1.0000000000000000e+01,-3.1600000000000001e+01,4.0000000000000002e-01,0,,
230,91,12,12,66,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1938,1981,"1",4.4000000000000000e+01,"None",,,,0,,
231,91,12,12,67,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1935,1968,"1",3.4000000000000000e+01,"None",-2.9999999999999999e-01,-3.1600000000000001e+01,1.7000000000000000e+00,0,,
232,91,12,12,69,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1962,1981,"1",2.0000000000000000e+01,"None",3.1600000000000001e+01,-7.9400000000000004e+00,3.1600000000000001e+01,0,,
233,91,12,12,70,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1957,1980,"1",2.4000000000000000e+01,"None",,,,0,,
234,91,12,12,71,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1954,1981,"1",2.8000000000000000e+01,"None",,,,0,,
235,91,12,12,72,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1956,1981,"1",2.6000000000000000e+01,"None",,,,0,,
236,91,12,12,75,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1941,1981,"1",4.1000000000000000e+01,"None",1.7000000000000000e+00,2.9999999999999999e-01,3.1600000000000001e+01,0,,
237,91,12,12,76,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1937,1981,"1",4.5000000000000000e+01,"None",2.0000000000000001e-01,-2.5100000000000002e+00,5.0099999999999998e+00,0,,
238,91,12,12,77,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1936,1981,"1",4.6000000000000000e+01,"None",-1.5800000000000001e+00,-3.1600000000000001e+01,-7.0000000000000007e-01,0,,
239,91,12,12,78,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1934,1981,"1",4.8000000000000000e+01,"None",2.9999999999999999e-01,-1.5800000000000001e+01,7.9400000000000004e+00,0,,
240,91,12,12,79,"All Individuals","Count","Count","Sample","None","None","None","7048",1.0000000000000000e+00,1957,1981,"1",2.5000000000000000e+01,"None",5.9999999999999998e-01,-1.5800000000000001e+00,7.9400000000000004e+00,0,,
241,91,12,12,81,"All Individuals","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1933,1981,"1",4.9000000000000000e+01,"Total catch including  states and/or years with missing data",-7.0000000000000007e-01,-3.1600000000000001e+01,-5.0000000000000000e-01,0,,
242,91,12,12,82,"All Individuals","Count","Count","Sample","None","None","None","9741",1.0000000000000000e+00,1931,1981,"1",5.1000000000000000e+01,"Total catch including  states/provinces and/or years with missing data",-7.0000000000000007e-01,-2.0000000000000000e+00,-1.0000000000000001e-01,0,,
1,1,1,1,1,"All Individuals","Count","Density","Sample","per 1000ha^2","None","None","9338",4.0000000000000000e+00,1959,1988,"1",3.0000000000000000e+01,"Source dominated landscape.",-5.0000000000000000e-01,-3.1600000000000001e+01,1.6000000000000001e+00,0,4.0000000000000002e-01,6.6099999999999994e+01
2,2,2,2,2,"All Individuals","Count","Density","Census","per 890m^2","None","None","None",3.0000000000000000e+00,1971,1989,"1",1.9000000000000000e+01,"Census data provides estimates of population density at the end of the wet season (December). Adults are individuals with a snout-vent length greater than or equal to 35mm.",-1.0000000000000000e+01,-3.1600000000000001e+01,-2.0000000000000000e+00,0,,
3,3,3,3,411,"All Individuals","Count","Count","Census","None","None","None","None",4.0000000000000000e+00,1962,1988,"1",2.7000000000000000e+01,"None",-4.0000000000000002e-01,-2.0000000000000000e+00,1.3000000000000000e+00,0,9.8999999999999999e-01,2.0199999999999999e+01
4,4,3,3,411,"All Individuals","Count","Count","Census","None","None","None","None",4.0000000000000000e+00,1962,1988,"1",2.7000000000000000e+01,"None",,,,0,,
5,5,3,3,411,"All Individuals","Count","Count","Census","None","None","None","None",4.0000000000000000e+00,1959,1988,"1",3.0000000000000000e+01,"None",2.0000000000000000e+00,-8.0000000000000004e-01,6.3100000000000005e+00,0,,
6,6,3,3,411,"All Individuals","Count","Count","Census","None","None","None","None",4.0000000000000000e+00,1963,1988,"1",2.6000000000000000e+01,"None",-4.0000000000000002e-01,-3.1600000000000001e+01,6.3100000000000005e+00,0,,
7,7,3,3,411,"All Individuals","Count","Count","Census","None","None","None","None",4.0000000000000000e+00,1964,1988,"1",2.5000000000000000e+01,"None",2.0000000000000001e-01,-4.0000000000000002e-01,1.0000000000000000e+00,0,,
8,9,5,4,4,"All Individuals","Count","Transformed Count","Census","None","Base Year","1973 = 100","None",4.0000000000000000e+00,1971,1991,"1",2.1000000000000000e+01,"NOT a closed population. The data are in the form of a winter population index rather than species counts.",,,,0,,
9,12,5,4,4,"All Individuals","Count","Transformed Count","Census","None","Base Year","1973 = 100","None",4.0000000000000000e+00,1971,1991,"1",2.1000000000000000e+01,"The data are in the form of a winter index rather than species counts.",,,,0,,
10,13,5,4,4,"All Individuals","Count","Transformed Count","Census","None","Base Year","1973 = 100","None",4.0000000000000000e+00,1971,1991,"1",2.1000000000000000e+01,"The data are in the form of a winter index rather than species counts.",,,,0,,
11,10,5,4,4,"All Individuals","Count","Transformed Count","Census","None","Base Year","1973 = 100","None",4.0000000000000000e+00,1971,1991,"1",2.1000000000000000e+01,"The data are in the form of a winter index rather than species counts.",,,,0,,
12,14,5,4,4,"All Individuals","Count","Transformed Count","Census","None","Base Year","1973 = 100","None",4.0000000000000000e+00,1971,1991,"1",2.1000000000000000e+01,"The data are in the form of a winter index rather than species counts.",-2.5100000000000002e+00,-1.5800000000000001e+01,3.9800000000000000e+00,0,7.5000000000000000e-01,1.0300000000000000e+02
13,11,5,4,4,"All Individuals","Count","Transformed Count","Census","None","Base Year","1973 = 100","None",4.0000000000000000e+00,1971,1991,"1",2.1000000000000000e+01,"The data are in the form of a winter index rather than species counts.",,,,0,,
14,15,5,4,4,"All Individuals","Count","Transformed Count","Census","None","Base Year","1973 = 100","None",4.0000000000000000e+00,1971,1991,"1",2.1000000000000000e+01,"The data are in the form of a winter index rather than species counts.",-1.2600000000000000e+00,-7.9400000000000004e+00,3.1600000000000001e+01,0,,
15,16,5,4,4,"All Individuals","Count","Transformed Count","Census","None","Base Year","1973 = 100","None",4.0000000000000000e+00,1971,1991,"1",2.1000000000000000e+01,"The data are in the form of a winter index rather than species counts.",-1.2600000000000000e+00,-1.0000000000000000e+01,7.9400000000000004e+00,0,1.0500000000000000e+00,1.1600000000000000e+02
16,17,5,4,4,"All Individuals","Count","Transformed Count","Census","None","Base Year","1973 = 100","None",4.0000000000000000e+00,1971,1991,"1",2.1000000000000000e+01,"The data are in the form of a winter index rather than species counts.",-5.0099999999999998e+00,-3.1600000000000001e+01,2.5100000000000001e+01,0,,
17,18,5,4,4,"All Individuals","Count","Transformed Count","Census","None","Base Year","1973 = 100","None",4.0000000000000000e+00,1971,1991,"1",2.1000000000000000e+01,"The data are in the form of a winter index rather than species counts.",-7.9400000000000004e+00,-3.1600000000000001e+01,5.0000000000000000e-01,0,5.1000000000000001e-01,9.3000000000000000e+01
18,19,5,4,4,"All Individuals","Count","Transformed Count","Census","None","Base Year","1973 = 100","None",4.0000000000000000e+00,1971,1991,"1",2.1000000000000000e+01,"The data are in the form of a winter index rather than species counts.",-1.0000000000000000e+01,-3.1600000000000001e+01,2.5100000000000001e+01,0,,
19,48,6,5,5,"Tonnes","Harvest","Biomass","Harvest","None","None","None","None",2.0000000000000000e+00,1876,1986,"1",1.1100000000000000e+02,"Reported catch. The total salmon run was estimated by using catch statistics, trap counts and by mark-recapture experiment.",,,,0,,
20,30,7,4,6,"All Individuals","Count","Count","Census","None","None","None","None",3.0000000000000000e+00,1983,1994,"1",1.2000000000000000e+01,"None",6.3100000000000005e+00,-1.0000000000000000e+01,3.1600000000000001e+01,0,,
21,22,8,4,7,"All Individuals","Count","Index","Unknown","Unknown","Unknown","Unknown","None",4.0000000000000000e+00,1980,1993,"1",1.4000000000000000e+01,"Based on parallel sites with 1984 as the reference year.",,,,0,,
22,49,8,4,7,"All Individuals","Count","Index","Unknown","Unknown","Unknown","Unknown","None",4.0000000000000000e+00,1980,1993,"1",1.4000000000000000e+01,"Based on parallel sites with 1984 as the reference year.",,,,0,,
23,23,8,4,7,"All Individuals","Count","Index","Unknown","Unknown","Unknown","Unknown","43",4.0000000000000000e+00,1980,1992,"1",1.3000000000000000e+01,"Based on parallel sites with 1984 as the reference year.",3.9800000000000000e+00,-6.3100000000000005e+00,3.1600000000000001e+01,0,,
24,24,8,4,7,"All Individuals","Count","Index","Unknown","Unknown","Unknown","Unknown","None",4.0000000000000000e+00,1980,1993,"1",1.4000000000000000e+01,"Based on parallel sites with 1984 as the reference year.",-8.0000000000000004e-01,-5.0099999999999998e+00,1.4000000000000001e+00,0,1.3700000000000001e+00,9.4400000000000006e+01
25,25,8,4,7,"All Individuals","Count","Index","Unknown","Unknown","Unknown","Unknown","None",4.0000000000000000e+00,1980,1993,"1",1.4000000000000000e+01,"Based on parallel sites with 1984 as the reference year.",-9.0000000000000002e-01,-3.1600000000000001e+00,4.0000000000000002e-01,0,1.5200000000000000e+00,7.0700000000000003e+01
